"ilpn"|"status"|"ASN"|"PO"|"SKU"|"qty"|"length"|"hieght"|"width"|"Active_location"|"Current_location"|"Found_location"
67701111470610|"In inventory not putaway"|120045256|4038127|354822|66|16.91|16.9|4.78|"AS2"|"AS4"|"MULTIST"
67701111631314|"In inventory not putaway"|120045240|4038119|12741098|53|17.92|11.82|3.06|"AS2"|"DROP"|"PUTLANE"
67701111822479|"In work order"|120045238|4038112|12741070|45|9.4|19.5|3.72|"AS4"|"UNKNOWN"|"MULTIST"
67701112149398|"Consumed"|120045232|4056765|10743938|19|9.99|8.0|6.42|"AS4"|"PICKCART"|"CUBIST"
67701112152428|"Pulled"|120045273|4038153|354897|84|8.97|4.07|6.56|"AS4"|"AS1"|"DRACK"
67701112278927|"In inventory not putaway"|120045398|4056766|10743936|91|2.79|5.45|8.66|"AS0"|"DRACK"|"MULTIST"
67701112370058|"Putaway"|120045238|4038110|12741063|15|17.86|13.59|4.05|"AS2"|"DRACK"|"CUBIST"
67701112375221|"In work order"|120045271|4038144|354877|7|6.15|7.02|9.92|"AS0"|"DRACK"|"CRACK"
67701112517238|"Partially allocated"|120045257|4038132|354847|89|15.66|5.48|5.31|"AS1"|"PUTLANE"|"CUBIST"
67701112889039|"Canceled"|120045272|4038151|354892|71|12.13|14.12|2.63|"AS0"|"AS4"|"ONPALLET"
67701113140035|"In transit"|120045398|4056766|10743935|33|16.81|7.9|9.32|"AS4"|"UNKNOWN"|"MULTIST"
67701113209525|"Case consumed to active"|120045256|4038126|354818|15|5.21|24.9|9.61|"AS4"|"PICKCART"|"MULTIST"
67701113549135|"Partially allocated"|120045272|4038148|354886|42|13.84|20.62|7.81|"AS0"|"AS0"|"CRACK"
67701113779129|"In inventory not putaway"|120045240|4038117|12741089|33|14.83|1.22|6.7|"AS1"|"UNKNOWN"|"MULTIST"
67701113863670|"Canceled"|120045390|4056798|10741030|92|10.82|5.79|9.07|"AS4"|"AS2"|"INLOAD"
67701114103430|"Consumed"|120045233|4056761|10748200|24|5.89|21.89|3.19|"AS1"|"PICKCART"|"CRACK"
67701114190868|"In transit"|120045257|4038131|354841|93|14.51|16.88|5.78|"AS2"|"PUTLANE"|"CRACK"
67701114311582|"Not received but shipment verified"|120045232|4056764|10748093|56|10.86|19.49|7.61|"AS1"|"PICKCART"|"CUBIST"
67701114519638|"In work order"|120045239|4038115|12741082|92|2.6|7.68|1.5|"AS1"|"DROP"|"CRACK"
67701114745275|"In work order"|120045256|4038125|354817|16|9.15|4.81|9.82|"AS1"|"DROP"|"CUBIST"
67701114747885|"Putaway"|120045239|4038116|12741086|56|10.15|28.57|6.84|"AS0"|"PUTWALL"|"ONPALLET"
67701114814079|"In transit"|120045238|4038112|12741072|13|13.91|22.4|8.36|"AS1"|"DROP"|"PUTLANE"
67701114825562|"Case consumed to active"|120045293|4056762|10748095|59|3.4|20.57|5.91|"AS1"|"AS1"|"INLOAD"
67701115078619|"In inventory not putaway"|120045273|4038153|354896|56|9.27|10.71|2.04|"AS1"|"SHIPPED"|"PUTLANE"
67701115193804|"In transit"|120045233|4056761|10748098|71|6.44|10.95|7.11|"AS0"|"CRACK"|"DRACK"
67701115332584|"Allocated"|120045240|4038120|12741099|15|6.18|29.05|3.47|"AS2"|"PUTWALL"|"CUBIST"
67701115405261|"Putaway"|120045240|4038117|12741088|3|3.49|24.37|8.53|"AS0"|"CRACK"|"ONPALLET"
67701115654259|"Canceled"|120045256|4038125|354817|15|7.71|1.43|1.06|"AS0"|"DRACK"|"CUBIST"
67701115766961|"In work order"|120045238|4038110|12741066|68|9.79|27.89|6.26|"AS4"|"SHIPLANE"|"MULTIST"
67701115808398|"Not received but shipment verified"|120045255|4038123|354813|73|1.47|24.16|8.91|"AS2"|"DRACK"|"INLOAD"
67701115823638|"In transit"|120045237|4038105|12741047|49|9.17|19.07|8.59|"AS0"|"AS0"|"CRACK"
67701116105112|"Allocated"|120045393|4056795|10748221|87|7.53|23.72|8.83|"AS4"|"AS4"|"INLOAD"
67701116260836|"In work order"|120045255|4038123|354812|64|17.5|1.88|7.95|"AS2"|"CRACK"|"INLOAD"
67701116844709|"In transit"|120045271|4038145|354880|45|1.22|15.78|9.24|"AS2"|"PUTWALL"|"CRACK"
67701116852834|"Case consumed to active"|120045256|4038128|354829|3|3.17|19.4|3.61|"AS4"|"DROP"|"PUTLANE"
67701116862488|"Consumed"|120045256|4038128|354826|53|3.48|9.11|6.14|"AS4"|"PICKCART"|"CUBIST"
67701116909454|"Putaway"|120045273|4038153|354897|33|3.67|14.34|2.59|"AS4"|"DROP"|"CUBIST"
67701117076037|"Consumed"|120045236|4038101|10741035|28|17.48|18.79|3.22|"AS4"|"DROP"|"BRACK"
67701117119733|"Allocated and Pulled"|120045393|4056795|10748224|83|17.13|19.18|5.38|"AS2"|"AS4"|"BRACK"
67701117472559|"In transit"|120045235|4056796|10748227|17|14.16|8.48|3.89|"AS0"|"SHIPPED"|"ONPALLET"
67701117863069|"Partially allocated"|120045237|4038108|12741056|56|8.73|15.69|5.28|"AS4"|"SHIPPED"|"DRACK"
67701117927934|"Allocated and Pulled"|120045399|4056769|11750501|87|3.01|23.59|5.34|"AS4"|"DROP"|"CRACK"
67701118144448|"Pulled"|120045393|4056795|10748223|73|5.68|15.59|7.03|"AS2"|"AS1"|"CRACK"
67701118806246|"Pulled"|120045272|4038151|354893|13|17.33|1.25|8.49|"AS4"|"PUTWALL"|"MULTIST"
67701118808196|"Putaway"|120045272|4038151|354893|90|2.31|5.55|4.1|"AS4"|"CRACK"|"CUBIST"
67701118816472|"Allocated and Pulled"|120045256|4038127|354824|64|10.79|18.83|4.0|"AS4"|"AS2"|"PUTLANE"
67701118976818|"Not received but shipment verified"|120045272|4038151|354892|95|18.27|1.99|5.33|"AS1"|"AS0"|"CRACK"
67701118991659|"Allocated"|120045272|4038149|354888|84|11.94|8.54|5.81|"AS4"|"AS1"|"CUBIST"
67701119058434|"Partially allocated"|120045273|4038152|354894|15|15.73|6.6|7.29|"AS0"|"SHIPLANE"|"ONPALLET"
67701119067801|"Partially allocated"|120045232|4056764|10742301|41|6.83|2.4|9.68|"AS2"|"PUTLANE"|"ONPALLET"
67701119410512|"Allocated"|120045240|4038120|12741099|93|11.09|10.81|9.55|"AS4"|"PUTLANE"|"DRACK"
67701119616181|"In transit"|120045231|4056769|11750531|72|13.97|24.45|2.92|"AS4"|"DRACK"|"PUTLANE"
67701119689343|"Partially allocated"|120045272|4038151|354892|29|18.78|6.07|1.31|"AS0"|"AS0"|"INLOAD"
67701119954224|"Canceled"|120045292|4056763|10748094|26|16.75|10.1|9.36|"AS0"|"PUTLANE"|"INLOAD"
67701119969440|"Allocated and Pulled"|120045240|4038118|12741094|72|1.3|1.3|7.35|"AS2"|"AS0"|"INLOAD"
67701120015381|"Allocated"|120045391|4056799|10741033|87|4.22|3.39|3.74|"AS0"|"BRACK"|"ONPALLET"
67701120024357|"In transit"|120045236|4038104|12741043|15|5.29|20.12|2.32|"AS4"|"SHIPPED"|"INLOAD"
67701120073703|"In transit"|120045232|4056764|10743934|71|10.33|29.47|9.19|"AS0"|"DRACK"|"BRACK"
67701120101131|"Case consumed to active"|120045271|4038144|354877|98|9.96|25.71|3.71|"AS1"|"PICKCART"|"CRACK"
67701120235873|"Canceled"|120045238|4038110|12741066|27|17.57|17.82|1.75|"AS2"|"PUTWALL"|"INLOAD"
67701120392580|"In transit"|120045256|4038126|354818|73|16.56|1.12|1.96|"AS4"|"PUTWALL"|"MULTIST"
67701120514364|"Consumed"|120045273|4038153|354896|48|14.98|8.03|8.03|"AS1"|"AS1"|"BRACK"
67701120815486|"Pulled"|120045239|4038114|12741079|44|14.61|23.42|9.72|"AS0"|"UNKNOWN"|"ONPALLET"
67701120973187|"Allocated and Pulled"|120045299|4056791|10748208|35|19.19|7.07|4.54|"AS0"|"PUTLANE"|"MULTIST"
67701121150991|"Canceled"|120045240|4038117|12741090|14|18.5|24.75|3.39|"AS1"|"PUTLANE"|"DRACK"
67701121191729|"In inventory not putaway"|120045240|4038119|12741095|11|5.67|12.61|9.77|"AS0"|"SHIPLANE"|"CUBIST"
67701121269558|"In work order"|120045258|4038133|354849|71|3.9|4.46|6.45|"AS4"|"SHIPPED"|"DRACK"
67701121270330|"Allocated and Pulled"|120045239|4038114|12741080|28|13.38|4.56|9.19|"AS1"|"PICKCART"|"ONPALLET"
67701121316010|"In inventory not putaway"|120045236|4038103|12741041|99|12.58|19.69|3.41|"AS4"|"DROP"|"BRACK"
67701121362888|"Allocated"|120045393|4056795|10748222|18|19.52|9.39|5.9|"AS0"|"DRACK"|"ONPALLET"
67701121556944|"Pulled"|120045233|4056760|10748202|38|6.74|13.61|7.89|"AS0"|"UNKNOWN"|"MULTIST"
67701121660095|"Canceled"|120045273|4038152|354894|89|15.26|20.13|6.74|"AS4"|"DRACK"|"ONPALLET"
67701121671398|"Allocated"|120045390|4056798|10741031|10|19.13|12.1|5.79|"AS2"|"AS2"|"CUBIST"
67701121768958|"Partially allocated"|120045271|4038146|354882|22|17.76|4.27|4.06|"AS2"|"SHIPPED"|"BRACK"
67701122156546|"Allocated"|120045293|4056762|10748095|29|4.17|9.66|8.45|"AS2"|"DROP"|"INLOAD"
67701122170005|"Canceled"|120045299|4056791|10748208|8|13.91|27.83|7.16|"AS0"|"AS0"|"DRACK"
67701122311795|"Consumed"|120045292|4056763|10748094|67|7.9|3.29|3.25|"AS1"|"PICKCART"|"INLOAD"
67701122324047|"In work order"|120045299|4056791|10748209|59|15.37|17.73|1.03|"AS2"|"PUTWALL"|"ONPALLET"
67701122382562|"Allocated and Pulled"|120045239|4038115|12741083|59|8.86|2.16|5.83|"AS2"|"DRACK"|"DRACK"
67701122385714|"Putaway"|120045259|4038139|354864|84|14.81|17.07|7.87|"AS4"|"CRACK"|"PUTLANE"
67701122482526|"Case consumed to active"|120045236|4038104|12741043|14|17.26|22.03|3.96|"AS4"|"CRACK"|"CRACK"
67701122504472|"In transit"|120045272|4038149|354889|13|3.25|21.22|3.68|"AS4"|"AS4"|"ONPALLET"
67701122626618|"Case consumed to active"|120045238|4038109|12741062|47|2.52|17.82|4.42|"AS0"|"AS2"|"CRACK"
67701122721586|"Putaway"|120045273|4038152|354894|52|17.85|24.1|5.88|"AS2"|"AS4"|"DRACK"
67701122751888|"Putaway"|120045231|4056769|11750909|9|6.17|15.57|2.24|"AS2"|"DRACK"|"PUTLANE"
67701122795684|"Not received but shipment verified"|120045238|4038111|12741068|87|9.92|15.61|4.63|"AS2"|"PICKCART"|"MULTIST"
67701123041656|"Case consumed to active"|120045257|4038130|354836|86|14.84|12.31|8.28|"AS1"|"SHIPPED"|"CUBIST"
67701123188363|"In transit"|120045398|4056766|10743937|3|10.7|24.45|6.42|"AS1"|"CRACK"|"CRACK"
67701123287233|"Partially allocated"|120045234|4056793|10748213|36|8.6|27.39|6.83|"AS1"|"SHIPLANE"|"BRACK"
67701123493278|"In transit"|120045258|4038154|354898|40|4.96|7.55|9.6|"AS2"|"UNKNOWN"|"BRACK"
67701123539991|"In inventory not putaway"|120045231|4056768|11750508|95|12.99|6.98|2.6|"AS2"|"UNKNOWN"|"CUBIST"
67701123714636|"Putaway"|120045256|4038125|354815|73|7.92|29.56|8.38|"AS0"|"UNKNOWN"|"MULTIST"
67701123717955|"Putaway"|120045231|4056769|11750531|60|14.61|17.31|8.14|"AS4"|"AS2"|"CRACK"
67701123845968|"Allocated and Pulled"|120045256|4038126|354821|32|7.96|11.84|6.06|"AS4"|"BRACK"|"INLOAD"
67701123848739|"In transit"|120045238|4038110|12741066|25|19.63|21.23|7.35|"AS1"|"PICKCART"|"BRACK"
67701123955891|"Canceled"|120045257|4038132|354846|25|11.69|10.73|8.75|"AS4"|"DRACK"|"CUBIST"
67701123968332|"In work order"|120045238|4038109|12741062|56|15.42|25.14|6.44|"AS2"|"CRACK"|"MULTIST"
67701124270677|"Consumed"|120045256|4038127|354824|48|13.86|25.49|3.26|"AS1"|"PUTWALL"|"INLOAD"
67701124394893|"Partially allocated"|120045231|4056768|11750506|17|19.65|19.81|8.51|"AS1"|"SHIPLANE"|"ONPALLET"
67701124528125|"In inventory not putaway"|120045259|4038139|354864|59|12.16|19.07|3.95|"AS2"|"UNKNOWN"|"DRACK"
67701124609429|"In transit"|120045259|4038154|354100|8|7.17|4.2|5.62|"AS2"|"UNKNOWN"|"ONPALLET"
67701125010949|"Allocated"|120045234|4056793|10748216|94|8.0|4.75|8.76|"AS2"|"AS1"|"ONPALLET"
67701125308015|"Consumed"|120045393|4056795|10748221|9|14.19|1.06|3.45|"AS1"|"AS1"|"PUTLANE"
67701125365084|"Consumed"|120045240|4038119|12741098|38|4.07|14.91|2.52|"AS0"|"DRACK"|"CRACK"
67701125509599|"Putaway"|120045257|4038131|354839|17|14.85|28.19|4.98|"AS1"|"PICKCART"|"MULTIST"
67701126033668|"Not received but shipment verified"|120045270|4038141|354870|13|19.29|18.23|8.75|"AS0"|"DROP"|"INLOAD"
67701126078617|"Allocated"|120045237|4038105|12741050|46|18.34|9.68|8.04|"AS0"|"AS0"|"DRACK"
67701126167906|"Consumed"|120045238|4038109|12741061|17|6.12|20.3|7.58|"AS1"|"AS4"|"DRACK"
67701126397439|"Canceled"|120045236|4038104|12741044|82|15.69|15.62|7.28|"AS1"|"CRACK"|"CUBIST"
67701126883934|"Case consumed to active"|120045258|4038135|354854|80|8.0|9.92|6.39|"AS0"|"SHIPLANE"|"BRACK"
67701126990608|"Case consumed to active"|120045240|4038118|12741091|49|3.28|29.16|4.58|"AS2"|"PICKCART"|"CRACK"
67701127218985|"Consumed"|120045293|4056762|10748096|56|1.86|1.3|3.32|"AS0"|"DRACK"|"CRACK"
67701127830667|"Allocated"|120045233|4056761|10748200|20|16.77|12.54|9.77|"AS1"|"SHIPLANE"|"CRACK"
67701128060594|"Pulled"|120045272|4038148|354885|7|1.43|15.66|4.01|"AS1"|"AS4"|"ONPALLET"
67701128260932|"In transit"|120045233|4056761|10748200|96|6.04|26.68|9.53|"AS1"|"DRACK"|"INLOAD"
67701128505626|"In work order"|120045271|4038146|354882|60|5.72|23.94|6.49|"AS1"|"AS0"|"CUBIST"
67701128596735|"Pulled"|120045272|4038150|354891|58|7.03|2.45|6.14|"AS2"|"PICKCART"|"INLOAD"
67701128827691|"Allocated"|120045398|4056766|10743936|84|18.35|25.93|4.46|"AS0"|"PICKCART"|"PUTLANE"
67701129105755|"Partially allocated"|120045240|4038118|12741094|69|6.94|13.34|1.58|"AS2"|"AS4"|"INLOAD"
67701129337391|"In work order"|120045257|4038129|354834|86|16.74|18.07|9.03|"AS2"|"DROP"|"ONPALLET"
67701129486649|"Case consumed to active"|120045238|4038109|12741062|58|18.66|23.69|2.3|"AS0"|"AS1"|"CRACK"
67701129636176|"Partially allocated"|120045398|4056766|10743935|93|16.03|25.98|7.98|"AS2"|"PUTLANE"|"CRACK"
67701129673649|"Allocated and Pulled"|120045231|4056768|11750503|7|4.47|15.57|6.94|"AS4"|"PUTLANE"|"DRACK"
67701130150894|"Partially allocated"|120045232|4056764|10742301|75|9.71|4.72|4.24|"AS1"|"AS2"|"INLOAD"
67701130349531|"Allocated"|120045257|4038130|354836|50|17.87|9.18|8.71|"AS2"|"CRACK"|"PUTLANE"
67701130919055|"Pulled"|120045233|4056760|10748201|54|11.16|5.52|8.42|"AS0"|"DROP"|"BRACK"
67701131054656|"Allocated"|120045231|4056768|11750506|15|9.94|6.57|3.34|"AS4"|"DROP"|"DRACK"
67701131122527|"In inventory not putaway"|120045393|4056795|10748224|72|10.27|16.4|9.46|"AS0"|"PUTLANE"|"MULTIST"
67701131173541|"In inventory not putaway"|120045256|4038125|354814|92|17.72|18.52|2.16|"AS4"|"AS0"|"CRACK"
67701131201094|"In work order"|120045257|4038129|354830|36|5.64|18.0|9.47|"AS4"|"PICKCART"|"MULTIST"
67701131216098|"Canceled"|120045257|4038132|354845|40|1.65|22.98|6.43|"AS1"|"CRACK"|"CUBIST"
67701131270738|"Case consumed to active"|120045259|4038140|354865|36|19.03|6.85|2.87|"AS0"|"AS2"|"INLOAD"
67701131538869|"In transit"|120045393|4056795|10748221|38|8.56|12.9|7.79|"AS2"|"BRACK"|"CRACK"
67701131618624|"In transit"|120045237|4038106|12741051|57|6.19|16.95|4.52|"AS2"|"DROP"|"INLOAD"
67701131988166|"Not received but shipment verified"|120045236|4038104|12741044|29|5.32|2.96|5.86|"AS4"|"PICKCART"|"ONPALLET"
67701132123639|"Pulled"|120045394|4056794|10748219|76|17.82|16.1|8.2|"AS4"|"SHIPPED"|"BRACK"
67701132445745|"In transit"|120045239|4038113|12741074|74|19.11|29.22|5.41|"AS0"|"UNKNOWN"|"CRACK"
67701132597355|"Not received but shipment verified"|120045238|4038109|12741060|22|16.13|7.57|8.79|"AS0"|"AS1"|"CUBIST"
67701132639721|"Case consumed to active"|120045232|4056765|10743938|36|4.05|19.2|3.56|"AS2"|"PICKCART"|"DRACK"
67701132702661|"Consumed"|120045240|4038120|12741099|33|18.67|15.56|2.55|"AS0"|"CRACK"|"MULTIST"
67701132807944|"Allocated and Pulled"|120045235|4056796|10748227|40|15.02|21.41|4.92|"AS0"|"CRACK"|"INLOAD"
67701132894202|"Canceled"|120045234|4056793|10748213|79|5.0|14.81|6.34|"AS0"|"DRACK"|"INLOAD"
67701133141639|"Putaway"|120045238|4038110|12741063|23|14.69|21.46|3.17|"AS4"|"PICKCART"|"ONPALLET"
67701133214652|"Partially allocated"|120045396|4038154|354899|21|4.71|18.6|9.36|"AS1"|"AS4"|"ONPALLET"
67701133272392|"Partially allocated"|120045393|4056795|10748221|29|9.24|24.69|6.03|"AS0"|"PUTWALL"|"PUTLANE"
67701133792354|"In transit"|120045256|4038125|354815|39|17.38|9.43|7.65|"AS1"|"AS4"|"DRACK"
67701133890359|"Allocated and Pulled"|120045292|4056763|10748094|43|5.38|6.2|8.49|"AS4"|"UNKNOWN"|"PUTLANE"
67701133915067|"Allocated"|120045272|4038151|354893|94|1.99|4.81|4.53|"AS0"|"PUTWALL"|"ONPALLET"
67701134379567|"Allocated and Pulled"|120045234|4056792|10748210|64|3.82|12.99|7.54|"AS4"|"AS2"|"MULTIST"
67701134467845|"Canceled"|120045271|4038145|354879|26|15.61|25.36|7.93|"AS4"|"SHIPPED"|"INLOAD"
67701134508032|"Allocated and Pulled"|120045398|4056766|10743937|78|17.23|29.73|8.2|"AS2"|"PUTWALL"|"BRACK"
67701134754616|"Canceled"|120045240|4038118|12741091|62|3.8|27.84|6.09|"AS0"|"AS1"|"BRACK"
67701134836014|"Canceled"|120045238|4038112|12741070|75|10.83|2.75|6.58|"AS0"|"UNKNOWN"|"MULTIST"
67701134917106|"In work order"|120045393|4056795|10748222|19|18.79|27.25|5.71|"AS1"|"PUTWALL"|"DRACK"
67701135113625|"Not received but shipment verified"|120045259|4038137|354859|87|13.54|2.62|1.12|"AS1"|"AS2"|"DRACK"
67701135278761|"Putaway"|120045240|4038119|12741098|82|1.94|19.29|6.73|"AS2"|"AS2"|"ONPALLET"
67701135292792|"Case consumed to active"|120045299|4056791|10748207|22|7.42|16.05|6.44|"AS4"|"BRACK"|"DRACK"
67701135632054|"Not received but shipment verified"|120045235|4056796|10748225|38|13.59|5.99|5.87|"AS4"|"AS1"|"BRACK"
67701135895680|"Canceled"|120045259|4038138|354862|47|17.42|6.3|3.91|"AS2"|"AS1"|"PUTLANE"
67701136285974|"Allocated and Pulled"|120045236|4038104|12741044|18|8.42|25.91|5.31|"AS4"|"PUTWALL"|"CRACK"
67701136352326|"Allocated and Pulled"|120045271|4038147|354883|97|3.2|24.95|1.23|"AS4"|"AS1"|"BRACK"
67701136399853|"Case consumed to active"|120045259|4038140|354868|32|10.55|7.33|9.56|"AS1"|"BRACK"|"CRACK"
67701136455873|"Not received but shipment verified"|120045231|4056768|11750504|46|13.45|18.78|8.26|"AS4"|"UNKNOWN"|"MULTIST"
67701136732170|"Pulled"|120045232|4056765|10743938|81|6.14|17.64|7.57|"AS2"|"AS4"|"PUTLANE"
67701136759059|"Allocated and Pulled"|120045231|4056768|11750504|56|8.78|7.36|4.47|"AS2"|"AS2"|"INLOAD"
67701136780135|"Allocated"|120045240|4038119|12741097|10|17.91|7.81|2.17|"AS2"|"DROP"|"MULTIST"
67701136828935|"Allocated"|120045239|4038114|12741080|17|16.42|14.95|5.72|"AS1"|"UNKNOWN"|"PUTLANE"
67701136845155|"Partially allocated"|120045259|4038137|354859|73|19.59|1.97|2.28|"AS2"|"UNKNOWN"|"ONPALLET"
67701136909040|"Consumed"|120045231|4056768|11750503|65|16.16|1.38|1.12|"AS0"|"AS4"|"DRACK"
67701136923097|"Consumed"|120045237|4038108|12741058|40|15.43|18.02|2.83|"AS0"|"DRACK"|"DRACK"
67701136941899|"In transit"|120045238|4038112|12741073|26|14.52|24.45|9.84|"AS0"|"DRACK"|"DRACK"
67701136942333|"Canceled"|120045240|4038120|12741099|6|15.87|19.87|6.82|"AS4"|"SHIPPED"|"BRACK"
67701136959068|"In transit"|120045238|4038109|12741061|93|3.25|21.73|3.01|"AS0"|"UNKNOWN"|"PUTLANE"
67701137305581|"Pulled"|120045257|4038129|354831|20|19.83|16.12|8.61|"AS2"|"PUTLANE"|"MULTIST"
67701137437798|"Partially allocated"|120045257|4038132|354845|36|11.72|8.31|3.84|"AS0"|"PUTWALL"|"CUBIST"
67701137559411|"Case consumed to active"|120045299|4056791|10748207|17|5.73|26.24|5.9|"AS4"|"AS1"|"CRACK"
67701137912384|"Putaway"|120045259|4038138|354862|81|1.43|8.35|2.2|"AS0"|"PUTWALL"|"ONPALLET"
67701137918168|"Allocated and Pulled"|120045240|4038118|12741094|9|8.85|25.61|6.42|"AS4"|"DRACK"|"BRACK"
67701137929597|"In transit"|120045233|4056761|10748099|83|19.22|17.13|4.73|"AS2"|"PICKCART"|"MULTIST"
67701138035730|"Putaway"|120045257|4038132|354847|68|8.48|28.72|2.86|"AS1"|"PUTLANE"|"INLOAD"
67701138043670|"Consumed"|120045272|4038151|354892|11|5.66|25.96|6.2|"AS2"|"BRACK"|"CRACK"
67701138393411|"In work order"|120045238|4038109|12741062|17|8.92|10.62|6.39|"AS4"|"SHIPPED"|"DRACK"
67701138524013|"Pulled"|120045236|4038104|12741042|89|18.96|18.26|3.2|"AS0"|"AS2"|"CUBIST"
67701138546117|"Partially allocated"|120045270|4038143|354875|14|6.2|24.26|6.34|"AS4"|"SHIPPED"|"MULTIST"
67701138669578|"In inventory not putaway"|120045240|4038117|12741088|84|13.93|8.77|9.39|"AS0"|"AS0"|"CRACK"
67701138724782|"Consumed"|120045232|4056764|10748093|70|9.78|29.63|7.14|"AS0"|"UNKNOWN"|"CRACK"
67701139154301|"Partially allocated"|120045236|4038102|10741037|45|3.27|4.93|2.72|"AS1"|"BRACK"|"DRACK"
67701139315383|"Putaway"|120045398|4056766|10743935|99|11.93|19.68|8.98|"AS0"|"DROP"|"PUTLANE"
67701139514190|"Canceled"|120045257|4038131|354842|15|6.15|14.97|6.97|"AS1"|"DROP"|"CRACK"
67701139521095|"Not received but shipment verified"|120045258|4038134|354853|69|6.65|10.84|7.01|"AS4"|"DRACK"|"PUTLANE"
67701139600268|"Canceled"|120045238|4038109|12741062|11|9.67|12.83|5.03|"AS0"|"UNKNOWN"|"CUBIST"
67701139718187|"Pulled"|120045240|4038119|12741095|75|7.09|15.05|6.45|"AS1"|"PUTLANE"|"ONPALLET"
67701139883883|"Partially allocated"|120045272|4038149|354888|17|12.43|3.14|5.15|"AS4"|"DRACK"|"PUTLANE"
67701139938103|"In inventory not putaway"|120045239|4038115|12741082|39|5.02|27.41|1.26|"AS0"|"SHIPLANE"|"MULTIST"
67701140036752|"Allocated"|120045238|4038110|12741066|27|17.58|18.64|2.27|"AS4"|"UNKNOWN"|"PUTLANE"
67701140222970|"Not received but shipment verified"|120045258|4038133|354851|53|6.91|9.43|9.07|"AS4"|"DRACK"|"MULTIST"
67701140312071|"Pulled"|120045259|4038139|354864|83|13.95|19.94|2.82|"AS4"|"BRACK"|"MULTIST"
67701140370283|"Partially allocated"|120045293|4056762|10748096|26|13.44|2.04|3.39|"AS4"|"UNKNOWN"|"INLOAD"
67701140564717|"Case consumed to active"|120045257|4038129|354832|34|6.49|21.36|5.58|"AS4"|"DROP"|"ONPALLET"
67701140609796|"Allocated"|120045255|4038123|354812|86|12.81|26.73|8.4|"AS4"|"PUTWALL"|"CRACK"
67701140824414|"Partially allocated"|120045238|4038110|12741065|23|11.75|29.29|3.75|"AS0"|"AS1"|"PUTLANE"
67701140885613|"Not received but shipment verified"|120045235|4056797|10748229|66|11.85|16.47|2.47|"AS0"|"AS1"|"BRACK"
67701140907977|"In inventory not putaway"|120045237|4038106|12741052|93|6.2|23.31|6.43|"AS4"|"BRACK"|"CUBIST"
67701141037243|"In transit"|120045270|4038142|354873|53|1.09|6.9|1.15|"AS1"|"SHIPLANE"|"DRACK"
67701141369320|"Pulled"|120045237|4038105|12741049|21|8.76|13.85|1.64|"AS4"|"AS4"|"CRACK"
67701141779903|"Not received but shipment verified"|120045233|4056760|10748203|48|10.54|3.84|2.68|"AS1"|"BRACK"|"CRACK"
67701141975924|"Pulled"|120045238|4038111|12741067|26|12.99|24.16|8.29|"AS0"|"AS0"|"ONPALLET"
67701142007540|"In transit"|120045240|4038118|12741091|31|11.56|28.76|7.53|"AS0"|"BRACK"|"ONPALLET"
67701142015157|"Canceled"|120045259|4038138|354862|12|5.32|18.27|2.34|"AS2"|"AS0"|"BRACK"
67701142169332|"In inventory not putaway"|120045257|4038129|354833|98|13.66|16.43|6.75|"AS1"|"SHIPLANE"|"INLOAD"
67701142280012|"In transit"|120045257|4038131|354842|57|5.42|23.16|5.8|"AS0"|"AS2"|"DRACK"
67701142341917|"Not received but shipment verified"|120045239|4038114|12741080|54|10.35|11.18|5.49|"AS2"|"SHIPPED"|"CRACK"
67701142422524|"In inventory not putaway"|120045240|4038154|354898|53|10.35|3.64|1.23|"AS0"|"SHIPPED"|"INLOAD"
67701142984898|"Consumed"|120045270|4038142|354874|53|17.05|17.86|7.69|"AS4"|"CRACK"|"BRACK"
67701143117545|"Pulled"|120045258|4038134|354852|57|4.2|1.94|3.67|"AS2"|"PUTWALL"|"DRACK"
67701143151216|"Consumed"|120045231|4056768|11750504|24|10.44|19.79|9.89|"AS4"|"AS4"|"MULTIST"
67701143248771|"In inventory not putaway"|120045299|4056791|10748208|98|11.65|5.9|2.53|"AS1"|"SHIPLANE"|"ONPALLET"
67701143254959|"Allocated and Pulled"|120045273|4038153|354897|65|14.86|22.49|9.24|"AS2"|"AS0"|"MULTIST"
